NOMBRE EXPEDIENTE,UAA,SERIE,SUB-SERIE,NIVEL,VALOR,ENCONTRADO
0374_2026000031_4516,3112_DIV_CONTRATACION,C09_CONTRATOS,C09.29_ORDEN_PREST_SERVI_IMPOR,NAVEGACION,C09.29_ORDEN_PREST_SERVI_IMPOR,False
0374_2026000032_7061,3112_DIV_CONTRATACION,C09_CONTRATOS,C09.29_ORDEN_PREST_SERVI_IMPOR,NAVEGACION,C09.29_ORDEN_PREST_SERVI_IMPOR,False
0020_2026000289_7062,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000320_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002209_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002219_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002223_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002224_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002225_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002243_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002292_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002294_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002295_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002297_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002301_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002302_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002308_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002344_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002345_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002348_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002368_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002421_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002429_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002457_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002480_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002494_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0450_2026000084_3140,3140_DIV_FINANCIERA,C09_CONTRATOS,C09.17_ORDEN_CONSULTORIA,NAVEGACION,C09.17_ORDEN_CONSULTORIA,False
0020_2026000279_7063,3150_DMT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000290_7063,3150_DMT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000304_7063,3150_DMT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000348_7063,3150_DMT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000284_1468,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000299_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0270_2026000748_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002340_7085,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002361_7085,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0019_2026000087_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000088_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000090_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000091_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000092_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000093_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000094_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000095_7085,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000096_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000097_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000098_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000099_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000100_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000101_1464,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000102_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000103_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000104_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000105_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000106_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000107_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000109_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000110_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0019_2026000114_7898,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.12_ORDEN_TRABAJO,NAVEGACION,C09.12_ORDEN_TRABAJO,False
0270_2026000727_1468_EV016,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0270_2026000732_3160_EV017,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0270_2026000736_3160_EV035,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000004_7062_EV067,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000098_7062_EV004,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000106_7062_EV068,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000143_3160_EV069,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000200_9102_EV005,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000211_3160_EV002,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000236_3160_EV009,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000250_7062_EV003,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000263_9205_EV007,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000284_7061_EV004,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000285_3160_EV010,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000289_7061_EV008,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000296_7062_EV011,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000309_7062_EV012,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000313_3160_EV013,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000344_3160_EV014,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000351_3160_EV015,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000353_3160_EV016,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000355_3160_EV017,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000364_1468_EV018,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000369_1468_EV009,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000374_1468_EV019,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000389_1468_EV010,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000390_1468_EV020,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000391_1468_EV021,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000396_3160_EV005,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000397_3160_EV022,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000398_1468_EV023,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000400_1468_EV011,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000247_1468_EV111,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000248_3160_EV110,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000249_3160_EV109,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000250_3160_EV108,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000251_1468_EV112,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000252_3160_EV113,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000253_3160_EV045,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000254_1468_EV049,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000255_3160_EV046,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000256_3160_EV047,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000257_3160_EV048,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000260_3160_EV050,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000264_1464_EV009,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2026000265_3160_EV009,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.27_CONV_PUBLICA_ABREV,NAVEGACION,C09.27_CONV_PUBLICA_ABREV,False
0298_2025000031_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2025000333_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2025000379_4517,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2025000380_4517,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2025000382_4517,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2025000406_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2026000259_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2026000261_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2026000267_3160,3160_DIV_PLANTA_FISICA,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0020_2026000277_7018,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000280_7018,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000296_3170,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000329_7018,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000333_9669,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002386_9669,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
450_2026000088,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.17_ORDEN_CONSULTORIA,NAVEGACION,C09.17_ORDEN_CONSULTORIA,False
0298_2026000258_9669,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2026000262_9669,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0298_2026000266_9669,3170_DIV_PUBLICACIONES,C09_CONTRATOS,C09.33_ORDEN_SUMINISTROS,NAVEGACION,C09.33_ORDEN_SUMINISTROS,False
0020_2026000334,3180_DIV_GESTION_TALENTO_HUMANO,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002264_3180,3180_DIV_GESTION_TALENTO_HUMANO,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002267_3180,3180_DIV_GESTION_TALENTO_HUMANO,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002285_3180,3180_DIV_GESTION_TALENTO_HUMANO,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002448,3180_DIV_GESTION_TALENTO_HUMANO,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0270_2026000265_3190,3190_DTIC,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0270_2026000614_3190,3190_DTIC,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000306_7077,4110_CICTA,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002321_7077,4110_CICTA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002369_7077,4110_CICTA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002371_7077,4110_CICTA,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0020_2026000351_9799,4110_GIT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000356_9350,4110_GIT,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002333_9765,4110_GIT,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0020_2026000244_4819,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000263_9198,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000274_9198,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000314_9198,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000331_7886,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000332_9272,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000343_7884,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000354_7083,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0020_2026000371_4518,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
ELIMINAR_0020_2026000343_7884,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.08_ORDEN_COMPRA,NAVEGACION,C09.08_ORDEN_COMPRA,False
0018_2026002191_4512,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002215_4512,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
0018_2026002337_4722,4110_VICE_INVESTIGACION_EXTENSION,C09_CONTRATOS,C09.11_ORDEN_PRESTACION_SERVICIOS,NAVEGACION,C09.11_ORDEN_PRESTACION_SERVICIOS,False
